size,date
2.27,2012-03
2.83,2012-03
3.32,2012-03
5.32,2012-03
1.49,2012-03
4.77,2012-03
3.6,2012-03
3.69,2012-03
5.86,2012-03
2.6,2012-03
5.29,2012-03
4.92,2012-03
3.3,2012-03
3.26,2012-03
4.71,2012-03
3.23,2012-03
1.76,2012-03
2.53,2012-03
3.4,2012-03
3.19,2012-03
6.2,2012-03
1.57,2012-03
4.89,2012-03
2.48,2012-03
3.61,2012-03
5.41,2012-03
3.93,2012-03
2.49,2012-03
3.8,2012-03
3.64,2012-03
4.85,2012-03
3.52,2012-03
4.38,2012-03
2.57,2012-03
5.75,2012-03
4.4,2012-03
4.54,2012-03
3.12,2012-03
3.97,2012-03
2.33,2012-03
4.44,2012-03
4.68,2012-03
5.95,2012-03
3.87,2012-03
3.93,2012-03
3.08,2012-03
2.97,2012-03
2.3,2012-03
3.05,2012-03
4.43,2012-03
4.33,2012-03
2.07,2012-03
5.52,2012-03
3.34,2012-03
5.17,2012-03
4.29,2012-03
5.03,2012-03
2.95,2012-03
2.86,2012-03
2,2012-03
3.51,2012-03
6.14,2012-03
4.7,2012-03
3.12,2012-03
5.48,2012-03
4.74,2012-03
3.79,2012-03
3.58,2012-03
2.03,2012-03
2.97,2012-03
4.26,2012-03
3.15,2012-03
3.62,2012-03
3.94,2012-03
4.72,2012-03
4.27,2012-03
3.09,2012-03
4.01,2012-03
5.38,2012-03
6.02,2012-03
3,2012-03
4.48,2012-03
2.76,2012-03
3.33,2012-03
3.95,2012-03
3.46,2012-03
3.62,2012-03
3.61,2012-03
3.96,2012-03
4.62,2012-03
3.35,2012-03
3.79,2012-03
2.54,2012-03
3.67,2012-03
3.39,2012-03
3.74,2012-03
4.65,2012-03
5.1,2012-03
4.43,2012-03
5.11,2012-03
3.66,2012-03
2.02,2012-03
2.61,2012-03
3.77,2012-03
4.01,2012-03
3.68,2012-03
2.38,2012-03
3.53,2012-03
3.35,2012-03
4.7,2012-03
5.93,2012-03
3.14,2012-03
4.95,2012-03
2.8,2012-03
5.09,2012-03
3.96,2012-03
3.68,2012-03
4.28,2012-03
4.05,2012-03
1.63,2012-03
3.94,2012-03
4.74,2012-03
4.68,2012-03
6.66,2012-03
4.58,2012-03
4.15,2012-03
3.81,2012-03
3.04,2012-03
5.33,2012-03
4.44,2012-03
5.92,2012-03
2.96,2012-03
4.63,2012-03
3.62,2012-03
2.28,2012-03
3.58,2012-03
3.32,2012-03
4.82,2012-03
4.39,2012-03
5.68,2012-03
6,2012-03
3.93,2012-03
4.02,2012-03
2.44,2012-03
2.08,2012-03
3.17,2012-03
6.51,2012-03
4.89,2012-03
2.74,2012-03
3.69,2012-03
2.23,2012-03
4.16,2012-03
4.35,2012-03
2.48,2012-03
10.25,2012-03
7.08,2012-03
7.28,2012-03
8.05,2012-03
8.68,2012-03
11.97,2012-03
9.02,2012-03
10.26,2012-03
5.69,2012-03
6.98,2012-03
6.94,2012-03
9.67,2012-03
7.43,2012-03
7.86,2012-03
8.68,2012-03
7.03,2012-03
9.49,2012-03
8.28,2012-03
8.68,2012-03
9.44,2012-03
9.12,2012-03
7.26,2012-03
8.29,2012-03
6.88,2012-03
7.99,2012-03
9.37,2012-03
10.5,2012-03
9.35,2012-03
9.94,2012-03
10.86,2012-03
8.93,2012-03
10.77,2012-03
6.27,2012-03
8.24,2012-03
8.64,2012-03
10.78,2012-03
9.05,2012-03
6.76,2012-03
10.76,2012-03
8.31,2012-03
7.67,2012-03
8.66,2012-03
9.53,2012-03
9.32,2012-03
14.3,2012-03
9.9,2012-03
9.61,2012-03
7.79,2012-03
11.46,2012-03
10.68,2012-03
6.36,2012-03
8.7,2012-03
12.4,2012-03
11.77,2012-03
8.36,2012-03
9.7,2012-03
13.34,2012-03
10.2,2012-03
9.66,2012-03
7.66,2012-03
10.68,2012-03
7.37,2012-03
8.42,2012-03
9.2,2012-03
9.79,2012-03
8.04,2012-03
9.72,2012-03
7.6,2012-03
8.21,2012-03
12.01,2012-03
10.18,2012-03
8.89,2012-03
9.13,2012-03
8.9,2012-03
7.94,2012-03
10.47,2012-03
10.33,2012-03
10.79,2012-03
10.8,2012-03
8.19,2012-03
11.31,2012-03
6.62,2012-03
5.85,2012-03
9.71,2012-03
9.05,2012-03
9.95,2012-03
11.04,2012-03
9.34,2012-03
11.25,2012-03
5.64,2012-03
11.04,2012-03
9.17,2012-03
8.74,2012-03
10.09,2012-03
12.46,2012-03
9.21,2012-03
7.59,2012-03
9.42,2012-03
8.24,2012-03
8.48,2012-03
8.8,2012-03
9,2012-03
8.22,2012-03
9.64,2012-03
8.27,2012-03
7.42,2012-03
9.21,2012-03
9.09,2012-03
9.17,2012-03
7.63,2012-03
9.69,2012-03
10.38,2012-03
10.24,2012-03
6.93,2012-03
7.65,2012-03
10.03,2012-03
10.45,2012-03
7.51,2012-03
9.61,2012-03
11.36,2012-03
19.74,2012-03
17.21,2012-03
16.27,2012-03
17.92,2012-03
18.08,2012-03
15.27,2012-03
17.58,2012-03
18.76,2012-03
17.74,2012-03
18.23,2012-03
18.93,2012-03
19.39,2012-03
17.29,2012-03
17.52,2012-03
17.48,2012-03
17.62,2012-03
18.47,2012-03
15.92,2012-03
19.27,2012-03
16.47,2012-03
17.47,2012-03
16.05,2012-03
21.54,2012-03
20.6,2012-03
17.35,2012-03
15.95,2012-03
18.3,2012-03
20.35,2012-03
18.38,2012-03
18.84,2012-03
20.37,2012-03
12.48,2012-03
17.75,2012-03
19.35,2012-03
17.66,2012-03
19.28,2012-03
17.85,2012-03
19.73,2012-03
16.08,2012-03
14.98,2012-03
15.83,2012-03
15.86,2012-03
19.2,2012-03
16.77,2012-03
20.58,2012-03
15.94,2012-03
17.54,2012-03
17.92,2012-03
20.75,2012-03
16.68,2012-03
18.47,2012-03
16.93,2012-03
19.75,2012-03
19.66,2012-03
19.32,2012-03
17.44,2012-03
18.46,2012-03
18.19,2012-03
14.79,2012-03
14,2012-03
16.8,2012-03
17.6,2012-03
20.61,2012-03
14.92,2012-03
20.4,2012-03
20.47,2012-03
29.57,2012-03
27.24,2012-03
25.23,2012-03
26.85,2012-03
30.1,2012-03
28.16,2012-03
25.68,2012-03
23.07,2012-03
25.84,2012-03
25.8,2012-03
25.42,2012-03
25.85,2012-03
28.56,2012-03
25.19,2012-03
31.28,2012-03
28.92,2012-03
29.32,2012-03
29.49,2012-03
30.52,2012-03
30.07,2012-03
29.67,2012-03
30.57,2012-03
27.23,2012-03
31.16,2012-03
26.51,2012-03
30.99,2012-03
25.15,2012-03
26.29,2012-03
29.61,2012-03
26.33,2012-03
31.9,2012-03
29.28,2012-03
27.58,2012-03
28.34,2012-03
32,2012-03
27.29,2012-03
35.09,2012-03
31.22,2012-03
32.52,2012-03
31.64,2012-03
30.43,2012-03
34.29,2012-03
32.79,2012-03
35.77,2012-03
37.06,2012-03
40.56,2012-03
28.95,2012-03
35.42,2012-03
26.78,2012-03
33.47,2012-03
29.85,2012-03
35.51,2012-03
31.18,2012-03
26.88,2012-03
35.52,2012-03
38.63,2012-03
5.53,2012-09
7.82,2012-09
4.54,2012-09
5.37,2012-09
7.58,2012-09
5.77,2012-09
7.34,2012-09
6.88,2012-09
6.33,2012-09
3.48,2012-09
9.01,2012-09
7.37,2012-09
5.81,2012-09
4.78,2012-09
6.55,2012-09
5.6,2012-09
6.67,2012-09
5.94,2012-09
8,2012-09
8.16,2012-09
6.52,2012-09
5.72,2012-09
8.18,2012-09
6.07,2012-09
6.93,2012-09
4.6,2012-09
5.6,2012-09
7.16,2012-09
6.71,2012-09
6.04,2012-09
4.02,2012-09
5.32,2012-09
4.74,2012-09
5.54,2012-09
4.53,2012-09
6.31,2012-09
3.75,2012-09
8.88,2012-09
5.64,2012-09
6.55,2012-09
5.66,2012-09
5.09,2012-09
6.46,2012-09
4.43,2012-09
5.73,2012-09
8.33,2012-09
7.89,2012-09
5.43,2012-09
6.33,2012-09
6.22,2012-09
5.7,2012-09
4.15,2012-09
7.01,2012-09
6.84,2012-09
9.03,2012-09
8.98,2012-09
6.72,2012-09
6.7,2012-09
6.55,2012-09
5.8,2012-09
5.64,2012-09
6.79,2012-09
7.64,2012-09
8.31,2012-09
4.64,2012-09
6.6,2012-09
6.54,2012-09
5.6,2012-09
6.99,2012-09
5.66,2012-09
8.04,2012-09
7.37,2012-09
6.71,2012-09
6.88,2012-09
5.9,2012-09
6.63,2012-09
7.31,2012-09
7.24,2012-09
5.74,2012-09
7.15,2012-09
6.84,2012-09
4.08,2012-09
6.34,2012-09
3.61,2012-09
5.21,2012-09
7.98,2012-09
5.55,2012-09
4.9,2012-09
5.53,2012-09
6.65,2012-09
5.54,2012-09
5.13,2012-09
5.98,2012-09
6.01,2012-09
4.24,2012-09
5.7,2012-09
7.48,2012-09
3.18,2012-09
7.3,2012-09
7.55,2012-09
4.72,2012-09
5,2012-09
5.72,2012-09
6.7,2012-09
8.23,2012-09
6.2,2012-09
8.18,2012-09
8.38,2012-09
8.73,2012-09
6.4,2012-09
4.48,2012-09
6.25,2012-09
3.82,2012-09
4.67,2012-09
7.08,2012-09
3.69,2012-09
6.45,2012-09
6.73,2012-09
6.29,2012-09
6.98,2012-09
5.4,2012-09
3.6,2012-09
8.43,2012-09
5.52,2012-09
7.13,2012-09
5.83,2012-09
12.89,2012-09
12.3,2012-09
11.14,2012-09
13.96,2012-09
14,2012-09
10.96,2012-09
14,2012-09
9.79,2012-09
13.19,2012-09
12.59,2012-09
13.14,2012-09
14.52,2012-09
14.82,2012-09
14.02,2012-09
12.41,2012-09
10.46,2012-09
14.61,2012-09
15.87,2012-09
11.39,2012-09
15.53,2012-09
12.41,2012-09
17.82,2012-09
15.32,2012-09
14.85,2012-09
12.1,2012-09
15,2012-09
12.69,2012-09
11.18,2012-09
13.34,2012-09
11.17,2012-09
8.23,2012-09
13.64,2012-09
10.3,2012-09
14.85,2012-09
12.99,2012-09
14.87,2012-09
13.2,2012-09
13.74,2012-09
12.11,2012-09
12.56,2012-09
12.48,2012-09
14.57,2012-09
14.85,2012-09
13.93,2012-09
16.1,2012-09
13.79,2012-09
11.99,2012-09
16.84,2012-09
13.11,2012-09
12.67,2012-09
12.57,2012-09
13.84,2012-09
16.88,2012-09
16.6,2012-09
12.82,2012-09
13.81,2012-09
10.68,2012-09
13.53,2012-09
13.2,2012-09
12.46,2012-09
14.03,2012-09
12.78,2012-09
12.56,2012-09
15.1,2012-09
12.61,2012-09
11.48,2012-09
11.19,2012-09
13.9,2012-09
11.19,2012-09
22.25,2012-09
20.7,2012-09
19.3,2012-09
23.84,2012-09
24.21,2012-09
20.59,2012-09
22.74,2012-09
23.05,2012-09
29.13,2012-09
24.89,2012-09
19.69,2012-09
25.82,2012-09
22.75,2012-09
25.38,2012-09
22.95,2012-09
25.28,2012-09
24.62,2012-09
24.61,2012-09
26.06,2012-09
21.34,2012-09
21.38,2012-09
22.73,2012-09
23.61,2012-09
24.87,2012-09
21.39,2012-09
20.74,2012-09
21.79,2012-09
19.03,2012-09
20.29,2012-09
22.96,2012-09
22.63,2012-09
19.95,2012-09
24.74,2012-09
20.27,2012-09
20.67,2012-09
21.78,2012-09
20.45,2012-09
23.16,2012-09
29.56,2012-09
36.5,2012-09
35.94,2012-09
36.12,2012-09
31.96,2012-09
33.64,2012-09
31.79,2012-09
33.79,2012-09
33.09,2012-09
31.31,2012-09
31.29,2012-09
35.55,2012-09
30.26,2012-09
30.26,2012-09
34.03,2012-09
33.08,2012-09
29.53,2012-09
33.86,2012-09
33.49,2012-09
28.85,2012-09
34.36,2012-09
38.84,2012-09
36.42,2012-09
36.06,2012-09
34.11,2012-09
34.13,2012-09
35.43,2012-09
32.54,2012-09
29.22,2012-09
34.64,2012-09
40.46,2012-09
37.94,2012-09
2.45,2013-03
3.63,2013-03
4.18,2013-03
6.59,2013-03
5.4,2013-03
3.48,2013-03
4.41,2013-03
4.5,2013-03
2.04,2013-03
3.93,2013-03
4.56,2013-03
5.66,2013-03
3.81,2013-03
6.07,2013-03
5.53,2013-03
2.29,2013-03
3.65,2013-03
5.06,2013-03
7.57,2013-03
4.09,2013-03
4.04,2013-03
1.95,2013-03
3.43,2013-03
4.3,2013-03
3.4,2013-03
5.56,2013-03
2.6,2013-03
4.57,2013-03
4.69,2013-03
4.24,2013-03
5.73,2013-03
4.61,2013-03
5.33,2013-03
2.97,2013-03
2.41,2013-03
2.52,2013-03
4.51,2013-03
5.51,2013-03
3.25,2013-03
3.72,2013-03
3.57,2013-03
3.52,2013-03
3.1,2013-03
4.17,2013-03
4.51,2013-03
2.51,2013-03
4.18,2013-03
3.03,2013-03
4.85,2013-03
0.87,2013-03
6.43,2013-03
4.34,2013-03
3.29,2013-03
5.01,2013-03
2.52,2013-03
4.5,2013-03
3.26,2013-03
3.91,2013-03
2.52,2013-03
5.29,2013-03
3.39,2013-03
2.98,2013-03
4.1,2013-03
4.54,2013-03
3.13,2013-03
5.27,2013-03
3.77,2013-03
4.39,2013-03
4.46,2013-03
2.83,2013-03
4.93,2013-03
4.69,2013-03
3.9,2013-03
3.06,2013-03
4.81,2013-03
2.81,2013-03
3.64,2013-03
5.96,2013-03
3.49,2013-03
5.28,2013-03
3.26,2013-03
1.38,2013-03
4.4,2013-03
2.79,2013-03
2.46,2013-03
4.86,2013-03
6.22,2013-03
4.64,2013-03
5.93,2013-03
5.1,2013-03
4.61,2013-03
3.28,2013-03
5.3,2013-03
5.92,2013-03
3.68,2013-03
4.23,2013-03
5.23,2013-03
3.2,2013-03
4.03,2013-03
3.35,2013-03
3.34,2013-03
6.85,2013-03
2.7,2013-03
3.44,2013-03
3.37,2013-03
2.86,2013-03
4.49,2013-03
4.84,2013-03
6.13,2013-03
3.4,2013-03
5.99,2013-03
4.68,2013-03
4.21,2013-03
4.05,2013-03
2.44,2013-03
3.48,2013-03
5.48,2013-03
2.13,2013-03
3.13,2013-03
4.93,2013-03
5.62,2013-03
5.17,2013-03
2.66,2013-03
6.01,2013-03
4.06,2013-03
4.22,2013-03
4.23,2013-03
4.51,2013-03
5.31,2013-03
6,2013-03
4.65,2013-03
4.16,2013-03
4.51,2013-03
3.49,2013-03
0.24,2013-03
4.46,2013-03
4.27,2013-03
3.32,2013-03
5.37,2013-03
1.95,2013-03
4.36,2013-03
4.99,2013-03
3.77,2013-03
3.59,2013-03
3.45,2013-03
5.5,2013-03
4.07,2013-03
4.26,2013-03
3.95,2013-03
4.52,2013-03
5.66,2013-03
4.58,2013-03
2.93,2013-03
2.72,2013-03
2.93,2013-03
6.42,2013-03
4.39,2013-03
4.6,2013-03
3.6,2013-03
3.81,2013-03
3.64,2013-03
2.9,2013-03
5.3,2013-03
4.27,2013-03
5.08,2013-03
4.29,2013-03
4.83,2013-03
5.45,2013-03
3.45,2013-03
4.4,2013-03
4.51,2013-03
4.73,2013-03
2.94,2013-03
3.48,2013-03
1.32,2013-03
5.93,2013-03
1.31,2013-03
7.32,2013-03
3.97,2013-03
5.36,2013-03
3.81,2013-03
5.76,2013-03
4.93,2013-03
0.98,2013-03
3.25,2013-03
5.14,2013-03
4.59,2013-03
4.13,2013-03
2.29,2013-03
1.75,2013-03
2.82,2013-03
3.09,2013-03
3.48,2013-03
3.52,2013-03
4.06,2013-03
6.95,2013-03
2.71,2013-03
2.47,2013-03
4.04,2013-03
3.7,2013-03
3.49,2013-03
5.2,2013-03
4.24,2013-03
2.79,2013-03
5.52,2013-03
4.48,2013-03
5.49,2013-03
2.64,2013-03
3.84,2013-03
3.89,2013-03
4.36,2013-03
3.2,2013-03
3.1,2013-03
6.43,2013-03
1.46,2013-03
2.63,2013-03
6.19,2013-03
6.39,2013-03
4.33,2013-03
3.31,2013-03
5.15,2013-03
3.17,2013-03
11.66,2013-03
9.98,2013-03
9.51,2013-03
9.72,2013-03
8.39,2013-03
8.65,2013-03
8.18,2013-03
10.43,2013-03
10.37,2013-03
9.03,2013-03
9.54,2013-03
8.89,2013-03
6.95,2013-03
9.73,2013-03
14.94,2013-03
8.29,2013-03
10.17,2013-03
9.57,2013-03
10.66,2013-03
9.78,2013-03
8.25,2013-03
7.04,2013-03
8.43,2013-03
7.97,2013-03
9.5,2013-03
11.83,2013-03
7.49,2013-03
8.2,2013-03
13.81,2013-03
8.05,2013-03
12.39,2013-03
7.62,2013-03
7.89,2013-03
8.75,2013-03
8.47,2013-03
8.04,2013-03
8.55,2013-03
7.57,2013-03
8.97,2013-03
9.01,2013-03
8.97,2013-03
6.2,2013-03
10.11,2013-03
9.26,2013-03
9.59,2013-03
8.94,2013-03
7.71,2013-03
9.67,2013-03
8.97,2013-03
9.01,2013-03
9.62,2013-03
9.01,2013-03
12.1,2013-03
8.65,2013-03
8.26,2013-03
9.16,2013-03
11.97,2013-03
9.1,2013-03
7.8,2013-03
8.89,2013-03
11.04,2013-03
11.28,2013-03
5.82,2013-03
7.17,2013-03
7.68,2013-03
11.61,2013-03
9.75,2013-03
11.07,2013-03
7.72,2013-03
9.05,2013-03
8.86,2013-03
10.73,2013-03
7.01,2013-03
12.03,2013-03
8.81,2013-03
8.71,2013-03
7.97,2013-03
9.49,2013-03
9.31,2013-03
10.21,2013-03
9.78,2013-03
9.3,2013-03
11.18,2013-03
6.48,2013-03
9.31,2013-03
10.09,2013-03
7.96,2013-03
10.15,2013-03
9.58,2013-03
10.33,2013-03
7.12,2013-03
10.49,2013-03
10.29,2013-03
9.11,2013-03
11.48,2013-03
5.27,2013-03
8.85,2013-03
8.2,2013-03
10.63,2013-03
11.8,2013-03
6.99,2013-03
6.84,2013-03
9.52,2013-03
9.5,2013-03
9.49,2013-03
11.52,2013-03
10.86,2013-03
9.94,2013-03
10.93,2013-03
8.44,2013-03
9.96,2013-03
7.27,2013-03
10.76,2013-03
7.4,2013-03
6.64,2013-03
9.21,2013-03
9.59,2013-03
6.86,2013-03
8.44,2013-03
10.6,2013-03
7.12,2013-03
9.72,2013-03
18.9,2013-03
15.38,2013-03
22.5,2013-03
19.22,2013-03
13.46,2013-03
21.58,2013-03
18.45,2013-03
19.61,2013-03
16.99,2013-03
21.22,2013-03
14.59,2013-03
17.17,2013-03
17.3,2013-03
17.87,2013-03
16.82,2013-03
18.96,2013-03
16.51,2013-03
16.16,2013-03
18.21,2013-03
15.84,2013-03
18.99,2013-03
14.65,2013-03
18.04,2013-03
21.65,2013-03
17.23,2013-03
14.59,2013-03
17.67,2013-03
16.87,2013-03
16.4,2013-03
19.66,2013-03
21.58,2013-03
16.53,2013-03
19.27,2013-03
17.02,2013-03
19.93,2013-03
21.23,2013-03
16.99,2013-03
19.25,2013-03
18.99,2013-03
17.35,2013-03
19.29,2013-03
21,2013-03
20.31,2013-03
19.15,2013-03
15.84,2013-03
19.54,2013-03
18.69,2013-03
16.77,2013-03
16.4,2013-03
17.84,2013-03
16.67,2013-03
17.07,2013-03
17.64,2013-03
18.99,2013-03
21.16,2013-03
15.57,2013-03
18.26,2013-03
23.39,2013-03
20.03,2013-03
18.64,2013-03
16.22,2013-03
18.27,2013-03
17.45,2013-03
20.13,2013-03
19.37,2013-03
17,2013-03
18.93,2013-03
26.63,2013-03
21.98,2013-03
31.62,2013-03
27.87,2013-03
25.07,2013-03
31.6,2013-03
26.2,2013-03
26.1,2013-03
22.85,2013-03
28.61,2013-03
32.1,2013-03
25.97,2013-03
29.93,2013-03
26.77,2013-03
26.94,2013-03
27.79,2013-03
27.76,2013-03
22.28,2013-03
24.62,2013-03
27.33,2013-03
25.72,2013-03
27.6,2013-03
22.33,2013-03
25.79,2013-03
28.21,2013-03
26.24,2013-03
28.87,2013-03
27.5,2013-03
24.35,2013-03
26.06,2013-03
24.86,2013-03
28.22,2013-03
25.89,2013-03
28.15,2013-03
27.95,2013-03
28.1,2013-03
28.61,2013-03
29.59,2013-03
32.76,2013-03
26.18,2013-03
36.03,2013-03
33.85,2013-03
35.43,2013-03
33.38,2013-03
30.51,2013-03
31.35,2013-03
30.69,2013-03
34.84,2013-03
35.11,2013-03
33.7,2013-03
35.05,2013-03
33.1,2013-03
36.91,2013-03
34.52,2013-03
32.1,2013-03
38.96,2013-03
33.89,2013-03
7.2,2013-09
4.6,2013-09
5.07,2013-09
7.55,2013-09
6.9,2013-09
7.33,2013-09
4.7,2013-09
5.42,2013-09
5.76,2013-09
7.71,2013-09
6.57,2013-09
6.03,2013-09
7.41,2013-09
8.02,2013-09
8.54,2013-09
6.47,2013-09
9.95,2013-09
4.85,2013-09
6.49,2013-09
3.76,2013-09
7.9,2013-09
4.74,2013-09
8.07,2013-09
3.88,2013-09
6.14,2013-09
4.39,2013-09
5.64,2013-09
7.36,2013-09
4.59,2013-09
7.39,2013-09
7.11,2013-09
7.46,2013-09
6.54,2013-09
6.51,2013-09
5.74,2013-09
6.76,2013-09
9.98,2013-09
5.84,2013-09
8.2,2013-09
4.65,2013-09
6.99,2013-09
7.59,2013-09
5.51,2013-09
4.16,2013-09
5.48,2013-09
5.99,2013-09
4.47,2013-09
6.48,2013-09
5.05,2013-09
8.93,2013-09
6.74,2013-09
4.56,2013-09
5.36,2013-09
5.03,2013-09
6.74,2013-09
8.01,2013-09
4.57,2013-09
5.58,2013-09
5.86,2013-09
6.56,2013-09
7.08,2013-09
5.48,2013-09
4.72,2013-09
6.4,2013-09
6.43,2013-09
6.24,2013-09
7.27,2013-09
5.38,2013-09
6.37,2013-09
8.43,2013-09
6.08,2013-09
7.27,2013-09
2.91,2013-09
7.7,2013-09
4.92,2013-09
5.66,2013-09
5.96,2013-09
6.25,2013-09
8.16,2013-09
6.12,2013-09
6.21,2013-09
5.33,2013-09
6.45,2013-09
5.84,2013-09
7.96,2013-09
6.9,2013-09
3.64,2013-09
7.56,2013-09
6.31,2013-09
5,2013-09
7.3,2013-09
6.81,2013-09
5.72,2013-09
6.18,2013-09
5.38,2013-09
6.9,2013-09
3.5,2013-09
4.82,2013-09
6.76,2013-09
4.41,2013-09
7.55,2013-09
6.76,2013-09
7.85,2013-09
6.62,2013-09
6.43,2013-09
4.36,2013-09
6.56,2013-09
5.01,2013-09
6.09,2013-09
4.73,2013-09
7.37,2013-09
4.56,2013-09
8.47,2013-09
7.04,2013-09
5.39,2013-09
5.17,2013-09
5.43,2013-09
3.75,2013-09
5.41,2013-09
5.41,2013-09
6.5,2013-09
3.72,2013-09
6.69,2013-09
14.78,2013-09
13.78,2013-09
12.37,2013-09
11.62,2013-09
14.89,2013-09
8.39,2013-09
15.39,2013-09
15.34,2013-09
13.18,2013-09
14.61,2013-09
11.68,2013-09
11.74,2013-09
14.51,2013-09
13.97,2013-09
17.75,2013-09
11.75,2013-09
13.45,2013-09
13.3,2013-09
14.63,2013-09
13.06,2013-09
14.46,2013-09
13,2013-09
10.76,2013-09
13.57,2013-09
15.66,2013-09
11.38,2013-09
15.51,2013-09
13.59,2013-09
12.38,2013-09
13.66,2013-09
12.9,2013-09
11.39,2013-09
13.94,2013-09
11.48,2013-09
12.47,2013-09
11.98,2013-09
13.62,2013-09
12.71,2013-09
13.96,2013-09
12.7,2013-09
11.58,2013-09
11.21,2013-09
13.6,2013-09
12.37,2013-09
12.23,2013-09
14.2,2013-09
13.21,2013-09
15.2,2013-09
10.92,2013-09
13.93,2013-09
14.54,2013-09
15.04,2013-09
11.99,2013-09
15.19,2013-09
15.28,2013-09
17.08,2013-09
14.09,2013-09
16.92,2013-09
12.97,2013-09
12.69,2013-09
19.19,2013-09
14.79,2013-09
13.32,2013-09
15.08,2013-09
12.55,2013-09
9.87,2013-09
14.45,2013-09
23.46,2013-09
23.08,2013-09
19.67,2013-09
28.3,2013-09
22.12,2013-09
23.75,2013-09
23.09,2013-09
17.87,2013-09
20.78,2013-09
23.36,2013-09
26.94,2013-09
24.93,2013-09
20.52,2013-09
22.65,2013-09
18.74,2013-09
23.59,2013-09
25.91,2013-09
22.58,2013-09
24.02,2013-09
24.18,2013-09
21.13,2013-09
23.25,2013-09
23.69,2013-09
21.42,2013-09
23.58,2013-09
22.93,2013-09
20.69,2013-09
19.7,2013-09
24.28,2013-09
22.8,2013-09
22.89,2013-09
25.34,2013-09
25.49,2013-09
21.42,2013-09
21.88,2013-09
22.02,2013-09
20.65,2013-09
28.16,2013-09
29.67,2013-09
30.31,2013-09
31.63,2013-09
34.71,2013-09
28.73,2013-09
29.06,2013-09
27.43,2013-09
32.44,2013-09
31.7,2013-09
32.24,2013-09
29.39,2013-09
30.74,2013-09
33.46,2013-09
31.06,2013-09
31.55,2013-09
29.98,2013-09
35.7,2013-09
35.08,2013-09
31.29,2013-09
32.53,2013-09
36.07,2013-09
33.43,2013-09
34.65,2013-09
37.07,2013-09
35.94,2013-09
35,2013-09
35.79,2013-09
30.8,2013-09
35.07,2013-09
41.33,2013-09
4.44,2014-03
3,2014-03
3.48,2014-03
5.72,2014-03
2.49,2014-03
3.07,2014-03
4.05,2014-03
2.59,2014-03
4.36,2014-03
2.13,2014-03
4.52,2014-03
4.28,2014-03
2.89,2014-03
2.99,2014-03
3.32,2014-03
4.07,2014-03
1.95,2014-03
2.42,2014-03
3.17,2014-03
3.3,2014-03
3.95,2014-03
2.68,2014-03
5.13,2014-03
1.94,2014-03
4.43,2014-03
3.19,2014-03
4.61,2014-03
2.05,2014-03
2.75,2014-03
4.54,2014-03
5.48,2014-03
3.33,2014-03
2.87,2014-03
3.33,2014-03
3.73,2014-03
3.6,2014-03
0.76,2014-03
4.27,2014-03
4.63,2014-03
3.97,2014-03
5.2,2014-03
5.17,2014-03
3.63,2014-03
2.87,2014-03
3.44,2014-03
3,2014-03
2.51,2014-03
3.86,2014-03
2.63,2014-03
3.54,2014-03
4,2014-03
3.08,2014-03
2.31,2014-03
7.08,2014-03
6.04,2014-03
3.86,2014-03
2.72,2014-03
5.23,2014-03
4.38,2014-03
2.58,2014-03
5.09,2014-03
5.3,2014-03
4.67,2014-03
3.02,2014-03
1.52,2014-03
4.14,2014-03
4.35,2014-03
4.31,2014-03
4.18,2014-03
4.46,2014-03
3.8,2014-03
3.38,2014-03
3.07,2014-03
4.77,2014-03
5.4,2014-03
5.48,2014-03
4.71,2014-03
3.68,2014-03
3.38,2014-03
4.41,2014-03
4.82,2014-03
4.5,2014-03
6.65,2014-03
4.28,2014-03
3.52,2014-03
1.75,2014-03
4.13,2014-03
5.49,2014-03
2.86,2014-03
3.71,2014-03
4.85,2014-03
5.74,2014-03
4.7,2014-03
4.64,2014-03
3.21,2014-03
3.2,2014-03
3.64,2014-03
5.99,2014-03
3.91,2014-03
2.58,2014-03
2.51,2014-03
3.96,2014-03
4.98,2014-03
3.78,2014-03
1.97,2014-03
4.2,2014-03
2.48,2014-03
3.58,2014-03
4.49,2014-03
4.7,2014-03
4.59,2014-03
3.83,2014-03
3.99,2014-03
3.53,2014-03
4.55,2014-03
3.28,2014-03
3.71,2014-03
6.03,2014-03
5.15,2014-03
4.13,2014-03
5.18,2014-03
2.49,2014-03
5.78,2014-03
2.75,2014-03
3.8,2014-03
3.64,2014-03
2.59,2014-03
5.41,2014-03
3.43,2014-03
4.92,2014-03
3.65,2014-03
4.38,2014-03
3.04,2014-03
3.32,2014-03
2.74,2014-03
3.21,2014-03
3.24,2014-03
2.74,2014-03
3.72,2014-03
3.39,2014-03
2.64,2014-03
4.89,2014-03
5.49,2014-03
6.41,2014-03
4.75,2014-03
4.55,2014-03
6.32,2014-03
2.46,2014-03
5.4,2014-03
6.11,2014-03
3.43,2014-03
3.38,2014-03
3.26,2014-03
2.5,2014-03
3.62,2014-03
4.59,2014-03
3.48,2014-03
2.06,2014-03
2.75,2014-03
2.16,2014-03
5.05,2014-03
4.07,2014-03
5.88,2014-03
4.57,2014-03
2.26,2014-03
1.67,2014-03
5.32,2014-03
1.92,2014-03
5.74,2014-03
5.08,2014-03
2.59,2014-03
3.13,2014-03
