size	date
9,12	march-12
7,26	march-12
8,29	march-12
6,88	march-12
7,99	march-12
9,37	march-12
10,5	march-12
9,35	march-12
9,94	march-12
10,86	march-12
8,93	march-12
10,77	march-12
6,27	march-12
8,24	march-12
8,64	march-12
10,78	march-12
9,05	march-12
6,76	march-12
10,76	march-12
8,31	march-12
7,67	march-12
8,66	march-12
9,53	march-12
9,32	march-12
14,3	march-12
9,9	march-12
9,61	march-12
7,79	march-12
11,46	march-12
10,68	march-12
6,36	march-12
8,7	march-12
12,4	march-12
11,77	march-12
8,36	march-12
9,7	march-12
13,34	march-12
10,2	march-12
9,66	march-12
7,66	march-12
10,68	march-12
7,37	march-12
8,42	march-12
9,2	march-12
9,79	march-12
8,04	march-12
9,72	march-12
7,6	march-12
8,21	march-12
12,01	march-12
10,18	march-12
8,89	march-12
9,13	march-12
8,9	march-12
7,94	march-12
10,47	march-12
10,33	march-12
10,79	march-12
10,8	march-12
8,19	march-12
11,31	march-12
6,62	march-12
5,85	march-12
9,71	march-12
9,05	march-12
9,95	march-12
11,04	march-12
9,34	march-12
11,25	march-12
5,64	march-12
11,04	march-12
9,17	march-12
8,74	march-12
10,09	march-12
12,46	march-12
9,21	march-12
7,59	march-12
9,42	march-12
8,24	march-12
8,48	march-12
8,8	march-12
9	march-12
8,22	march-12
9,64	march-12
8,27	march-12
7,42	march-12
9,21	march-12
9,09	march-12
9,17	march-12
7,63	march-12
9,69	march-12
10,38	march-12
10,24	march-12
6,93	march-12
7,65	march-12
10,03	march-12
10,45	march-12
7,51	march-12
9,61	march-12
11,36	march-12
19,74	march-12
17,21	march-12
16,27	march-12
17,92	march-12
18,08	march-12
15,27	march-12
17,58	march-12
18,76	march-12
17,74	march-12
18,23	march-12
18,93	march-12
19,39	march-12
17,29	march-12
17,52	march-12
17,48	march-12
17,62	march-12
18,47	march-12
15,92	march-12
19,27	march-12
16,47	march-12
17,47	march-12
16,05	march-12
21,54	march-12
20,6	march-12
17,35	march-12
15,95	march-12
18,3	march-12
20,35	march-12
18,38	march-12
18,84	march-12
20,37	march-12
12,48	march-12
17,75	march-12
19,35	march-12
17,66	march-12
19,28	march-12
17,85	march-12
19,73	march-12
16,08	march-12
14,98	march-12
15,83	march-12
15,86	march-12
19,2	march-12
16,77	march-12
20,58	march-12
15,94	march-12
17,54	march-12
17,92	march-12
20,75	march-12
16,68	march-12
18,47	march-12
16,93	march-12
19,75	march-12
19,66	march-12
19,32	march-12
17,44	march-12
18,46	march-12
18,19	march-12
14,79	march-12
14	march-12
16,8	march-12
17,6	march-12
20,61	march-12
14,92	march-12
20,4	march-12
20,47	march-12
29,57	march-12
27,24	march-12
25,23	march-12
26,85	march-12
30,1	march-12
28,16	march-12
25,68	march-12
23,07	march-12
25,84	march-12
25,8	march-12
25,42	march-12
25,85	march-12
28,56	march-12
25,19	march-12
31,28	march-12
28,92	march-12
29,32	march-12
29,49	march-12
30,52	march-12
30,07	march-12
29,67	march-12
30,57	march-12
27,23	march-12
31,16	march-12
26,51	march-12
30,99	march-12
25,15	march-12
26,29	march-12
29,61	march-12
26,33	march-12
31,9	march-12
29,28	march-12
27,58	march-12
28,34	march-12
32	march-12
27,29	march-12
35,09	march-12
31,22	march-12
32,52	march-12
31,64	march-12
30,43	march-12
34,29	march-12
32,79	march-12
35,77	march-12
37,06	march-12
40,56	march-12
28,95	march-12
35,42	march-12
26,78	march-12
33,47	march-12
29,85	march-12
35,51	march-12
31,18	march-12
26,88	march-12
35,52	march-12
38,63	march-12
5,53	sept-12
7,82	sept-12
4,54	sept-12
5,37	sept-12
7,58	sept-12
5,77	sept-12
7,34	sept-12
6,88	sept-12
6,33	sept-12
3,48	sept-12
9,01	sept-12
7,37	sept-12
5,81	sept-12
4,78	sept-12
6,55	sept-12
5,6	sept-12
6,67	sept-12
5,94	sept-12
8	sept-12
8,16	sept-12
6,52	sept-12
5,72	sept-12
8,18	sept-12
6,07	sept-12
6,93	sept-12
4,6	sept-12
5,6	sept-12
7,16	sept-12
6,71	sept-12
6,04	sept-12
4,02	sept-12
5,32	sept-12
4,74	sept-12
5,54	sept-12
4,53	sept-12
6,31	sept-12
3,75	sept-12
8,88	sept-12
5,64	sept-12
6,55	sept-12
5,66	sept-12
5,09	sept-12
6,46	sept-12
4,43	sept-12
5,73	sept-12
8,33	sept-12
7,89	sept-12
5,43	sept-12
6,33	sept-12
6,22	sept-12
5,7	sept-12
4,15	sept-12
7,01	sept-12
6,84	sept-12
9,03	sept-12
8,98	sept-12
6,72	sept-12
6,7	sept-12
6,55	sept-12
5,8	sept-12
5,64	sept-12
6,79	sept-12
7,64	sept-12
8,31	sept-12
4,64	sept-12
6,6	sept-12
6,54	sept-12
5,6	sept-12
6,99	sept-12
5,66	sept-12
8,04	sept-12
7,37	sept-12
6,71	sept-12
6,88	sept-12
5,9	sept-12
6,63	sept-12
7,31	sept-12
7,24	sept-12
5,74	sept-12
7,15	sept-12
6,84	sept-12
4,08	sept-12
6,34	sept-12
3,61	sept-12
5,21	sept-12
7,98	sept-12
5,55	sept-12
4,9	sept-12
5,53	sept-12
6,65	sept-12
5,54	sept-12
5,13	sept-12
5,98	sept-12
6,01	sept-12
4,24	sept-12
5,7	sept-12
7,48	sept-12
3,18	sept-12
7,3	sept-12
7,55	sept-12
4,72	sept-12
5	sept-12
5,72	sept-12
6,7	sept-12
8,23	sept-12
6,2	sept-12
8,18	sept-12
8,38	sept-12
8,73	sept-12
6,4	sept-12
4,48	sept-12
6,25	sept-12
3,82	sept-12
4,67	sept-12
7,08	sept-12
3,69	sept-12
6,45	sept-12
6,73	sept-12
6,29	sept-12
6,98	sept-12
5,4	sept-12
3,6	sept-12
8,43	sept-12
5,52	sept-12
7,13	sept-12
5,83	sept-12
12,89	sept-12
12,3	sept-12
11,14	sept-12
13,96	sept-12
14	sept-12
10,96	sept-12
14	sept-12
9,79	sept-12
13,19	sept-12
12,59	sept-12
13,14	sept-12
14,52	sept-12
14,82	sept-12
14,02	sept-12
12,41	sept-12
10,46	sept-12
14,61	sept-12
15,87	sept-12
11,39	sept-12
15,53	sept-12
12,41	sept-12
17,82	sept-12
15,32	sept-12
14,85	sept-12
12,1	sept-12
15	sept-12
12,69	sept-12
11,18	sept-12
13,34	sept-12
11,17	sept-12
8,23	sept-12
13,64	sept-12
10,3	sept-12
14,85	sept-12
12,99	sept-12
14,87	sept-12
13,2	sept-12
13,74	sept-12
12,11	sept-12
12,56	sept-12
12,48	sept-12
14,57	sept-12
14,85	sept-12
13,93	sept-12
16,1	sept-12
13,79	sept-12
11,99	sept-12
16,84	sept-12
13,11	sept-12
12,67	sept-12
12,57	sept-12
13,84	sept-12
16,88	sept-12
16,6	sept-12
12,82	sept-12
13,81	sept-12
10,68	sept-12
13,53	sept-12
13,2	sept-12
12,46	sept-12
14,03	sept-12
12,78	sept-12
12,56	sept-12
15,1	sept-12
12,61	sept-12
11,48	sept-12
11,19	sept-12
13,9	sept-12
11,19	sept-12
22,25	sept-12
20,7	sept-12
19,3	sept-12
23,84	sept-12
24,21	sept-12
20,59	sept-12
22,74	sept-12
23,05	sept-12
29,13	sept-12
24,89	sept-12
19,69	sept-12
25,82	sept-12
22,75	sept-12
25,38	sept-12
22,95	sept-12
25,28	sept-12
24,62	sept-12
24,61	sept-12
26,06	sept-12
21,34	sept-12
21,38	sept-12
22,73	sept-12
23,61	sept-12
24,87	sept-12
21,39	sept-12
20,74	sept-12
21,79	sept-12
19,03	sept-12
20,29	sept-12
22,96	sept-12
22,63	sept-12
19,95	sept-12
24,74	sept-12
20,27	sept-12
20,67	sept-12
21,78	sept-12
20,45	sept-12
23,16	sept-12
29,56	sept-12
36,5	sept-12
35,94	sept-12
36,12	sept-12
31,96	sept-12
33,64	sept-12
31,79	sept-12
33,79	sept-12
33,09	sept-12
31,31	sept-12
31,29	sept-12
35,55	sept-12
30,26	sept-12
30,26	sept-12
34,03	sept-12
33,08	sept-12
29,53	sept-12
33,86	sept-12
33,49	sept-12
28,85	sept-12
34,36	sept-12
38,84	sept-12
36,42	sept-12
36,06	sept-12
34,11	sept-12
34,13	sept-12
35,43	sept-12
32,54	sept-12
29,22	sept-12
34,64	sept-12
40,46	sept-12
37,94	sept-12
2,45	march-13
3,63	march-13
4,18	march-13
6,59	march-13
5,4	march-13
3,48	march-13
4,41	march-13
4,5	march-13
2,04	march-13
3,93	march-13
4,56	march-13
5,66	march-13
3,81	march-13
6,07	march-13
5,53	march-13
2,29	march-13
3,65	march-13
5,06	march-13
7,57	march-13
4,09	march-13
4,04	march-13
1,95	march-13
3,43	march-13
4,3	march-13
3,4	march-13
5,56	march-13
2,6	march-13
4,57	march-13
4,69	march-13
4,24	march-13
5,73	march-13
4,61	march-13
5,33	march-13
2,97	march-13
2,41	march-13
2,52	march-13
4,51	march-13
5,51	march-13
3,25	march-13
3,72	march-13
3,57	march-13
3,52	march-13
3,1	march-13
4,17	march-13
4,51	march-13
2,51	march-13
4,18	march-13
3,03	march-13
4,85	march-13
0,87	march-13
6,43	march-13
4,34	march-13
3,29	march-13
5,01	march-13
2,52	march-13
4,5	march-13
3,26	march-13
3,91	march-13
2,52	march-13
5,29	march-13
3,39	march-13
2,98	march-13
4,1	march-13
4,54	march-13
3,13	march-13
5,27	march-13
3,77	march-13
4,39	march-13
4,46	march-13
2,83	march-13
4,93	march-13
4,69	march-13
3,9	march-13
3,06	march-13
4,81	march-13
2,81	march-13
3,64	march-13
5,96	march-13
3,49	march-13
5,28	march-13
3,26	march-13
1,38	march-13
4,4	march-13
2,79	march-13
2,46	march-13
4,86	march-13
6,22	march-13
4,64	march-13
5,93	march-13
5,1	march-13
4,61	march-13
3,28	march-13
5,3	march-13
5,92	march-13
3,68	march-13
4,23	march-13
5,23	march-13
3,2	march-13
4,03	march-13
3,35	march-13
3,34	march-13
6,85	march-13
2,7	march-13
3,44	march-13
3,37	march-13
2,86	march-13
4,49	march-13
4,84	march-13
6,13	march-13
3,4	march-13
5,99	march-13
4,68	march-13
4,21	march-13
4,05	march-13
2,44	march-13
3,48	march-13
5,48	march-13
2,13	march-13
3,13	march-13
4,93	march-13
5,62	march-13
5,17	march-13
2,66	march-13
6,01	march-13
4,06	march-13
4,22	march-13
4,23	march-13
4,51	march-13
5,31	march-13
6	march-13
4,65	march-13
4,16	march-13
4,51	march-13
3,49	march-13
0,24	march-13
4,46	march-13
4,27	march-13
3,32	march-13
5,37	march-13
1,95	march-13
4,36	march-13
4,99	march-13
3,77	march-13
3,59	march-13
3,45	march-13
5,5	march-13
4,07	march-13
4,26	march-13
3,95	march-13
4,52	march-13
5,66	march-13
4,58	march-13
2,93	march-13
2,72	march-13
2,93	march-13
6,42	march-13
4,39	march-13
4,6	march-13
3,6	march-13
3,81	march-13
3,64	march-13
2,9	march-13
5,3	march-13
4,27	march-13
5,08	march-13
4,29	march-13
4,83	march-13
5,45	march-13
3,45	march-13
4,4	march-13
4,51	march-13
4,73	march-13
2,94	march-13
3,48	march-13
1,32	march-13
5,93	march-13
1,31	march-13
7,32	march-13
3,97	march-13
5,36	march-13
3,81	march-13
5,76	march-13
4,93	march-13
0,98	march-13
3,25	march-13
5,14	march-13
4,59	march-13
4,13	march-13
2,29	march-13
1,75	march-13
2,82	march-13
3,09	march-13
3,48	march-13
3,52	march-13
4,06	march-13
6,95	march-13
2,71	march-13
2,47	march-13
4,04	march-13
3,7	march-13
3,49	march-13
5,2	march-13
4,24	march-13
2,79	march-13
5,52	march-13
4,48	march-13
5,49	march-13
2,64	march-13
3,84	march-13
3,89	march-13
4,36	march-13
3,2	march-13
3,1	march-13
6,43	march-13
1,46	march-13
2,63	march-13
6,19	march-13
6,39	march-13
4,33	march-13
3,31	march-13
5,15	march-13
3,17	march-13
11,66	march-13
9,98	march-13
9,51	march-13
9,72	march-13
8,39	march-13
8,65	march-13
8,18	march-13
10,43	march-13
10,37	march-13
9,03	march-13
9,54	march-13
8,89	march-13
6,95	march-13
9,73	march-13
14,94	march-13
8,29	march-13
10,17	march-13
9,57	march-13
10,66	march-13
9,78	march-13
8,25	march-13
7,04	march-13
8,43	march-13
7,97	march-13
9,5	march-13
11,83	march-13
7,49	march-13
8,2	march-13
13,81	march-13
8,05	march-13
12,39	march-13
7,62	march-13
7,89	march-13
8,75	march-13
8,47	march-13
8,04	march-13
8,55	march-13
7,57	march-13
8,97	march-13
9,01	march-13
8,97	march-13
6,2	march-13
10,11	march-13
9,26	march-13
9,59	march-13
8,94	march-13
7,71	march-13
9,67	march-13
8,97	march-13
9,01	march-13
9,62	march-13
9,01	march-13
12,1	march-13
8,65	march-13
8,26	march-13
9,16	march-13
11,97	march-13
9,1	march-13
7,8	march-13
8,89	march-13
11,04	march-13
11,28	march-13
5,82	march-13
7,17	march-13
7,68	march-13
11,61	march-13
9,75	march-13
11,07	march-13
7,72	march-13
9,05	march-13
8,86	march-13
10,73	march-13
7,01	march-13
12,03	march-13
8,81	march-13
8,71	march-13
7,97	march-13
9,49	march-13
9,31	march-13
10,21	march-13
9,78	march-13
9,3	march-13
11,18	march-13
6,48	march-13
9,31	march-13
10,09	march-13
7,96	march-13
10,15	march-13
9,58	march-13
10,33	march-13
7,12	march-13
10,49	march-13
10,29	march-13
9,11	march-13
11,48	march-13
5,27	march-13
8,85	march-13
8,2	march-13
10,63	march-13
11,8	march-13
6,99	march-13
6,84	march-13
9,52	march-13
9,5	march-13
9,49	march-13
11,52	march-13
10,86	march-13
9,94	march-13
10,93	march-13
8,44	march-13
9,96	march-13
7,27	march-13
10,76	march-13
7,4	march-13
6,64	march-13
9,21	march-13
9,59	march-13
6,86	march-13
8,44	march-13
10,6	march-13
7,12	march-13
9,72	march-13
18,9	march-13
15,38	march-13
22,5	march-13
19,22	march-13
13,46	march-13
21,58	march-13
18,45	march-13
19,61	march-13
16,99	march-13
21,22	march-13
14,59	march-13
17,17	march-13
17,3	march-13
17,87	march-13
16,82	march-13
18,96	march-13
16,51	march-13
16,16	march-13
18,21	march-13
15,84	march-13
18,99	march-13
14,65	march-13
18,04	march-13
21,65	march-13
17,23	march-13
14,59	march-13
17,67	march-13
16,87	march-13
16,4	march-13
19,66	march-13
21,58	march-13
16,53	march-13
19,27	march-13
17,02	march-13
19,93	march-13
21,23	march-13
16,99	march-13
19,25	march-13
18,99	march-13
17,35	march-13
19,29	march-13
21	march-13
20,31	march-13
19,15	march-13
15,84	march-13
19,54	march-13
18,69	march-13
16,77	march-13
16,4	march-13
17,84	march-13
16,67	march-13
17,07	march-13
17,64	march-13
18,99	march-13
21,16	march-13
15,57	march-13
18,26	march-13
23,39	march-13
20,03	march-13
18,64	march-13
16,22	march-13
18,27	march-13
17,45	march-13
20,13	march-13
19,37	march-13
17	march-13
18,93	march-13
26,63	march-13
21,98	march-13
31,62	march-13
27,87	march-13
25,07	march-13
31,6	march-13
26,2	march-13
26,1	march-13
22,85	march-13
28,61	march-13
32,1	march-13
25,97	march-13
29,93	march-13
26,77	march-13
26,94	march-13
27,79	march-13
27,76	march-13
22,28	march-13
24,62	march-13
27,33	march-13
25,72	march-13
27,6	march-13
22,33	march-13
25,79	march-13
28,21	march-13
26,24	march-13
28,87	march-13
27,5	march-13
24,35	march-13
26,06	march-13
24,86	march-13
28,22	march-13
25,89	march-13
28,15	march-13
27,95	march-13
28,1	march-13
28,61	march-13
29,59	march-13
32,76	march-13
26,18	march-13
36,03	march-13
33,85	march-13
35,43	march-13
33,38	march-13
30,51	march-13
31,35	march-13
30,69	march-13
34,84	march-13
35,11	march-13
33,7	march-13
35,05	march-13
33,1	march-13
36,91	march-13
34,52	march-13
32,1	march-13
38,96	march-13
33,89	march-13
7,2	sept-13
4,6	sept-13
5,07	sept-13
7,55	sept-13
6,9	sept-13
7,33	sept-13
4,7	sept-13
5,42	sept-13
5,76	sept-13
7,71	sept-13
6,57	sept-13
6,03	sept-13
7,41	sept-13
8,02	sept-13
8,54	sept-13
6,47	sept-13
9,95	sept-13
4,85	sept-13
6,49	sept-13
3,76	sept-13
7,9	sept-13
4,74	sept-13
8,07	sept-13
3,88	sept-13
6,14	sept-13
4,39	sept-13
5,64	sept-13
7,36	sept-13
4,59	sept-13
7,39	sept-13
7,11	sept-13
7,46	sept-13
6,54	sept-13
6,51	sept-13
5,74	sept-13
6,76	sept-13
9,98	sept-13
5,84	sept-13
8,2	sept-13
4,65	sept-13
6,99	sept-13
7,59	sept-13
5,51	sept-13
4,16	sept-13
5,48	sept-13
5,99	sept-13
4,47	sept-13
6,48	sept-13
5,05	sept-13
8,93	sept-13
6,74	sept-13
4,56	sept-13
5,36	sept-13
5,03	sept-13
6,74	sept-13
8,01	sept-13
4,57	sept-13
5,58	sept-13
5,86	sept-13
6,56	sept-13
7,08	sept-13
5,48	sept-13
4,72	sept-13
6,4	sept-13
6,43	sept-13
6,24	sept-13
7,27	sept-13
5,38	sept-13
6,37	sept-13
8,43	sept-13
6,08	sept-13
7,27	sept-13
2,91	sept-13
7,7	sept-13
4,92	sept-13
5,66	sept-13
5,96	sept-13
6,25	sept-13
8,16	sept-13
6,12	sept-13
6,21	sept-13
5,33	sept-13
6,45	sept-13
5,84	sept-13
7,96	sept-13
6,9	sept-13
3,64	sept-13
7,56	sept-13
6,31	sept-13
5	sept-13
7,3	sept-13
6,81	sept-13
5,72	sept-13
6,18	sept-13
5,38	sept-13
6,9	sept-13
3,5	sept-13
4,82	sept-13
6,76	sept-13
4,41	sept-13
7,55	sept-13
6,76	sept-13
7,85	sept-13
6,62	sept-13
6,43	sept-13
4,36	sept-13
6,56	sept-13
5,01	sept-13
6,09	sept-13
4,73	sept-13
7,37	sept-13
4,56	sept-13
8,47	sept-13
7,04	sept-13
5,39	sept-13
5,17	sept-13
5,43	sept-13
3,75	sept-13
5,41	sept-13
5,41	sept-13
6,5	sept-13
3,72	sept-13
6,69	sept-13
14,78	sept-13
13,78	sept-13
12,37	sept-13
11,62	sept-13
14,89	sept-13
8,39	sept-13
15,39	sept-13
15,34	sept-13
13,18	sept-13
14,61	sept-13
11,68	sept-13
11,74	sept-13
14,51	sept-13
13,97	sept-13
17,75	sept-13
11,75	sept-13
13,45	sept-13
13,3	sept-13
14,63	sept-13
13,06	sept-13
14,46	sept-13
13	sept-13
10,76	sept-13
13,57	sept-13
15,66	sept-13
11,38	sept-13
15,51	sept-13
13,59	sept-13
12,38	sept-13
13,66	sept-13
12,9	sept-13
11,39	sept-13
13,94	sept-13
11,48	sept-13
12,47	sept-13
11,98	sept-13
13,62	sept-13
12,71	sept-13
13,96	sept-13
12,7	sept-13
11,58	sept-13
11,21	sept-13
13,6	sept-13
12,37	sept-13
12,23	sept-13
14,2	sept-13
13,21	sept-13
15,2	sept-13
10,92	sept-13
13,93	sept-13
14,54	sept-13
15,04	sept-13
11,99	sept-13
15,19	sept-13
15,28	sept-13
17,08	sept-13
14,09	sept-13
16,92	sept-13
12,97	sept-13
12,69	sept-13
19,19	sept-13
14,79	sept-13
13,32	sept-13
15,08	sept-13
12,55	sept-13
9,87	sept-13
14,45	sept-13
23,46	sept-13
23,08	sept-13
19,67	sept-13
28,3	sept-13
22,12	sept-13
23,75	sept-13
23,09	sept-13
17,87	sept-13
20,78	sept-13
23,36	sept-13
26,94	sept-13
24,93	sept-13
20,52	sept-13
22,65	sept-13
18,74	sept-13
23,59	sept-13
25,91	sept-13
22,58	sept-13
24,02	sept-13
24,18	sept-13
21,13	sept-13
23,25	sept-13
23,69	sept-13
21,42	sept-13
23,58	sept-13
22,93	sept-13
20,69	sept-13
19,7	sept-13
24,28	sept-13
22,8	sept-13
22,89	sept-13
25,34	sept-13
25,49	sept-13
21,42	sept-13
21,88	sept-13
22,02	sept-13
20,65	sept-13
28,16	sept-13
29,67	sept-13
30,31	sept-13
31,63	sept-13
34,71	sept-13
28,73	sept-13
29,06	sept-13
27,43	sept-13
32,44	sept-13
31,7	sept-13
32,24	sept-13
29,39	sept-13
30,74	sept-13
33,46	sept-13
31,06	sept-13
31,55	sept-13
29,98	sept-13
35,7	sept-13
35,08	sept-13
31,29	sept-13
32,53	sept-13
36,07	sept-13
33,43	sept-13
34,65	sept-13
37,07	sept-13
35,94	sept-13
35	sept-13
35,79	sept-13
30,8	sept-13
35,07	sept-13
41,33	sept-13
4,44	march-14
3	march-14
3,48	march-14
5,72	march-14
2,49	march-14
3,07	march-14
4,05	march-14
2,59	march-14
4,36	march-14
2,13	march-14
4,52	march-14
4,28	march-14
2,89	march-14
2,99	march-14
3,32	march-14
4,07	march-14
1,95	march-14
2,42	march-14
3,17	march-14
3,3	march-14
3,95	march-14
2,68	march-14
5,13	march-14
1,94	march-14
4,43	march-14
3,19	march-14
4,61	march-14
2,05	march-14
2,75	march-14
4,54	march-14
5,48	march-14
3,33	march-14
2,87	march-14
3,33	march-14
3,73	march-14
3,6	march-14
0,76	march-14
4,27	march-14
4,63	march-14
3,97	march-14
5,2	march-14
5,17	march-14
3,63	march-14
2,87	march-14
3,44	march-14
3	march-14
2,51	march-14
3,86	march-14
2,63	march-14
3,54	march-14
4	march-14
3,08	march-14
2,31	march-14
7,08	march-14
6,04	march-14
3,86	march-14
2,72	march-14
5,23	march-14
4,38	march-14
2,58	march-14
5,09	march-14
5,3	march-14
4,67	march-14
3,02	march-14
1,52	march-14
4,14	march-14
4,35	march-14
4,31	march-14
4,18	march-14
4,46	march-14
3,8	march-14
3,38	march-14
3,07	march-14
4,77	march-14
5,4	march-14
5,48	march-14
4,71	march-14
3,68	march-14
3,38	march-14
4,41	march-14
4,82	march-14
4,5	march-14
6,65	march-14
4,28	march-14
3,52	march-14
1,75	march-14
4,13	march-14
5,49	march-14
2,86	march-14
3,71	march-14
4,85	march-14
5,74	march-14
4,7	march-14
4,64	march-14
3,21	march-14
3,2	march-14
3,64	march-14
5,99	march-14
3,91	march-14
2,58	march-14
2,51	march-14
3,96	march-14
4,98	march-14
3,78	march-14
1,97	march-14
4,2	march-14
2,48	march-14
3,58	march-14
4,49	march-14
4,7	march-14
4,59	march-14
3,83	march-14
3,99	march-14
3,53	march-14
4,55	march-14
3,28	march-14
3,71	march-14
6,03	march-14
5,15	march-14
4,13	march-14
5,18	march-14
2,49	march-14
5,78	march-14
2,75	march-14
3,8	march-14
3,64	march-14
2,59	march-14
5,41	march-14
3,43	march-14
4,92	march-14
3,65	march-14
4,38	march-14
3,04	march-14
3,32	march-14
2,74	march-14
3,21	march-14
3,24	march-14
2,74	march-14
3,72	march-14
3,39	march-14
2,64	march-14
4,89	march-14
5,49	march-14
6,41	march-14
4,75	march-14
4,55	march-14
6,32	march-14
2,46	march-14
5,4	march-14
6,11	march-14
3,43	march-14
3,38	march-14
3,26	march-14
2,5	march-14
3,62	march-14
4,59	march-14
3,48	march-14
2,06	march-14
2,75	march-14
2,16	march-14
5,05	march-14
4,07	march-14
5,88	march-14
4,57	march-14
2,26	march-14
1,67	march-14
5,32	march-14
1,92	march-14
5,74	march-14
5,08	march-14
2,59	march-14
3,13	march-14
2,54	march-14
3,38	march-14
3,65	march-14
3,49	march-14
6,66	march-14
2,84	march-14
4,51	march-14
4,27	march-14
5,34	march-14
4,54	march-14
2,25	march-14
3,45	march-14
5,5	march-14
3,73	march-14
3,27	march-14
4,33	march-14
3,24	march-14
4,58	march-14
4,84	march-14
3,36	march-14
5,06	march-14
4,42	march-14
2,68	march-14
4,4	march-14
2,82	march-14
3,31	march-14
3,34	march-14
5,59	march-14
4,03	march-14
1,99	march-14
3,76	march-14
4,86	march-14
4,56	march-14
4,16	march-14
5,26	march-14
2,98	march-14
3,76	march-14
4,64	march-14
4,28	march-14
4,42	march-14
5,5	march-14
1,69	march-14
5,44	march-14
2,21	march-14
2,65	march-14
2,96	march-14
4,1	march-14
4	march-14
4,3	march-14
5,19	march-14
4,44	march-14
5,39	march-14
3,39	march-14
2,75	march-14
4	march-14
4,13	march-14
2,14	march-14
3,17	march-14
5,26	march-14
6,83	march-14
8,39	march-14
9,11	march-14
7,93	march-14
9,6	march-14
9,55	march-14
6,81	march-14
10,95	march-14
11,57	march-14
7,26	march-14
11,1	march-14
8,71	march-14
10,19	march-14
9,48	march-14
7,23	march-14
8,67	march-14
8,15	march-14
10,57	march-14
8,78	march-14
6,93	march-14
7,19	march-14
7,42	march-14
9,12	march-14
8,26	march-14
9,5	march-14
8,59	march-14
7,72	march-14
10,46	march-14
10,9	march-14
10,56	march-14
9,05	march-14
11,4	march-14
5,95	march-14
12,1	march-14
9,62	march-14
9,49	march-14
12,75	march-14
9,78	march-14
5,87	march-14
9,29	march-14
7,85	march-14
10,64	march-14
9,32	march-14
8,09	march-14
10,5	march-14
8,29	march-14
10,22	march-14
9,59	march-14
8,16	march-14
8,42	march-14
11,07	march-14
11,16	march-14
7,6	march-14
11,2	march-14
10,7	march-14
11,71	march-14
9,93	march-14
7,86	march-14
9,03	march-14
9,22	march-14
10,81	march-14
9,16	march-14
10,64	march-14
9,91	march-14
8,46	march-14
7,63	march-14
9,89	march-14
7,08	march-14
11,17	march-14
8,91	march-14
8,34	march-14
10,61	march-14
9,57	march-14
8,66	march-14
8	march-14
8,57	march-14
11,31	march-14
10,91	march-14
10,26	march-14
9,41	march-14
6,36	march-14
8,84	march-14
10,69	march-14
10,12	march-14
9,86	march-14
12,42	march-14
10,86	march-14
7,96	march-14
12,23	march-14
9,08	march-14
7,46	march-14
9,91	march-14
11,62	march-14
7,47	march-14
11,61	march-14
9,61	march-14
8,65	march-14
8,42	march-14
12,25	march-14
11,14	march-14
9,85	march-14
11,85	march-14
11,91	march-14
8,65	march-14
10,83	march-14
10,96	march-14
10,04	march-14
8,12	march-14
8,6	march-14
10,53	march-14
7,18	march-14
8,91	march-14
11,54	march-14
10,5	march-14
9,26	march-14
9,87	march-14
8,76	march-14
9,6	march-14
9,92	march-14
9,26	march-14
10,87	march-14
9,47	march-14
9,91	march-14
8,1	march-14
10,85	march-14
8,21	march-14
8,71	march-14
14,16	march-14
16,05	march-14
20,99	march-14
20,53	march-14
20,95	march-14
19,55	march-14
16,79	march-14
15,63	march-14
17,05	march-14
18,52	march-14
14,3	march-14
15,87	march-14
19,27	march-14
17,5	march-14
17,85	march-14
20,15	march-14
18,23	march-14
15,65	march-14
17,05	march-14
12,55	march-14
22,24	march-14
20,6	march-14
15,92	march-14
14,93	march-14
15,74	march-14
17,29	march-14
21,14	march-14
16,67	march-14
18,83	march-14
19,63	march-14
17,45	march-14
23,7	march-14
21,8	march-14
17,04	march-14
15,42	march-14
20,62	march-14
18,86	march-14
19,65	march-14
17,22	march-14
14,99	march-14
19,09	march-14
16,55	march-14
18,89	march-14
20,6	march-14
16,49	march-14
19,31	march-14
14,86	march-14
21,4	march-14
18,52	march-14
16,59	march-14
16,98	march-14
19,49	march-14
13,55	march-14
14,34	march-14
18,94	march-14
21,1	march-14
17,99	march-14
22,91	march-14
12,76	march-14
18,66	march-14
21,87	march-14
15,65	march-14
14,78	march-14
19,95	march-14
17,88	march-14
16,27	march-14
18,76	march-14
17,2	march-14
19,68	march-14
20,8	march-14
26,71	march-14
32,01	march-14
23,28	march-14
22,5	march-14
26,27	march-14
27,13	march-14
23,25	march-14
27,38	march-14
29,17	march-14
30,03	march-14
28,09	march-14
29,41	march-14
27,09	march-14
30,97	march-14
25,22	march-14
29,53	march-14
30,23	march-14
26,53	march-14
24,48	march-14
28,69	march-14
27,2	march-14
27,5	march-14
27,84	march-14
25,34	march-14
33,07	march-14
25,53	march-14
31,75	march-14
26,4	march-14
29,41	march-14
30,85	march-14
25,19	march-14
27,68	march-14
27,16	march-14
26,09	march-14
23,06	march-14
25,71	march-14
32,22	march-14
30,2	march-14
28,56	march-14
36,4	march-14
33,88	march-14
35,04	march-14
34,24	march-14
33,25	march-14
38,48	march-14
37,8	march-14
36,82	march-14
34,87	march-14
